image_name,image_url,label,_split,,,,,,
cup_0070,http://farm1.static.flickr.com/128/385021581_8c1224bb27.jpg,1,train,,,,,,
cup_0071,http://farm1.static.flickr.com/91/228243306_7a65c361de.jpg,1,train,,,,,,
cup_0072,http://farm4.static.flickr.com/3299/3261507255_756e924db1.jpg,1,train,,,,,,
cup_0073,http://farm1.static.flickr.com/37/121750024_3f3eeac513.jpg,1,train,,,,,,
cup_0074,http://cn.made-in-china.com/image/4f0j01cMHQDwYqbukBM/??????+?CC-213D?.jpg,1,train,,,,,,
cup_0075,http://farm4.static.flickr.com/3485/3303021548_184af91855.jpg,1,train,,,,,,
cup_0076,http://farm1.static.flickr.com/51/110365399_d62923a88d.jpg,1,train,,,,,,
cup_0077,http://farm1.static.flickr.com/54/130305949_e38e2707f9.jpg,1,train,,,,,,
cup_0078,http://farm3.static.flickr.com/2392/2905521670_bcfb31d624.jpg,1,train,,,,,,
cup_0079,http://farm1.static.flickr.com/87/219297517_3b431037f8.jpg,1,train,,,,,,
cup_0080,http://farm1.static.flickr.com/126/349134050_e911a4aba8.jpg,1,train,,,,,,
cup_0081,http://farm2.static.flickr.com/1064/1474951325_907db5fb47.jpg,1,train,,,,,,
cup_0082,http://farm4.static.flickr.com/3058/2346677150_e870a13e15.jpg,1,train,,,,,,
cup_0083,http://farm2.static.flickr.com/1046/1301295775_f16a08a257.jpg,1,train,,,,,,
cup_0084,http://farm3.static.flickr.com/2059/2080364956_fd9b4dffe1.jpg,1,train,,,,,,
cup_0085,http://i00.c.aliimg.com/img/offer/35/97/78/44/0/359778440,1,train,,,,,,
cup_0086,http://www.dreamstime.com/coffee-cup-and-spoon-thumb6142772.jpg,1,train,,,,,,
cup_0087,http://farm1.static.flickr.com/28/60446445_c068e30fbb.jpg,1,train,,,,,,
cup_0088,http://farm4.static.flickr.com/3546/3351670285_677bf567ce.jpg,1,train,,,,,,
cup_0089,http://farm4.static.flickr.com/3284/2878621645_a7612c4795.jpg,1,train,,,,,,
cup_0090,http://farm1.static.flickr.com/99/251646425_bf02e4bd44.jpg,1,train,,,,,,
cup_0091,http://farm3.static.flickr.com/2063/2223076136_b40c61195e.jpg,1,train,,,,,,
cup_0092,http://img.diytrade.com/cdimg/656092/6256009/0/1217838213.jpg,1,train,,,,,,
cup_0093,http://farm1.static.flickr.com/163/434127782_8473fda48f.jpg,1,train,,,,,,
cup_0094,http://www.kael-shop.it/ebay/64978_03.jpg,1,train,,,,,,
cup_0095,http://farm4.static.flickr.com/3086/2297964097_22481cea82.jpg,1,train,,,,,,
cup_0096,http://i00.c.aliimg.com/img/offer/21/75/20/60/4/217520604,1,train,,,,,,
cup_0097,http://www.vliegendeschotels.nl/img/vs_productmodule/AP4750960070170.jpg_thumb.jpg,1,train,,,,,,
cup_0098,http://farm4.static.flickr.com/3331/3241832513_443732f87e.jpg,1,train,,,,,,
cup_0099,http://farm2.static.flickr.com/1337/1208998448_68b9fe6bc9.jpg,1,train,,,,,,
cup_0100,http://i00.c.aliimg.com/img/offer/26/86/28/23/2/268628232,1,train,,,,,,
cup_0101,http://img.diytrade.com/cdimg/765392/6434551/0/1216632158.jpg,1,train,,,,,,
cup_0102,http://farm4.static.flickr.com/3168/2641966523_4be6b23ca7.jpg,1,train,,,,,,
cup_0103,http://img77.imageshack.us/img77/3994/tazaag8.jpg,1,train,,,,,,
cup_0104,http://farm2.static.flickr.com/1260/739291422_53054fa7bc.jpg,1,train,,,,,,
cup_0105,http://static.flickr.com/3592/3357446279_0ac8604c30.jpg,1,train,,,,,,
cup_0106,http://farm4.static.flickr.com/3251/2961356666_f071531fd1.jpg,1,train,,,,,,
cup_0107,http://farm1.static.flickr.com/41/96777714_23f05332bb.jpg,1,train,,,,,,
cup_0108,http://farm4.static.flickr.com/3237/2802215489_beab63df22.jpg,1,train,,,,,,
cup_0109,http://farm2.static.flickr.com/1306/1312517722_f71b0c793c.jpg,1,train,,,,,,
cup_0110,http://farm1.static.flickr.com/20/70902328_d142457a08.jpg,1,train,,,,,,
cup_0111,http://weburbanist.com/wp-content/uploads/2008/12/mug-7.png,1,train,,,,,,
cup_0112,http://farm3.static.flickr.com/2104/2299861679_515d39d92f.jpg,1,train,,,,,,
cup_0113,http://farm3.static.flickr.com/2244/2268999912_889dd3d5f5.jpg,1,train,,,,,,
cup_0114,http://pic.nipic.com/2008-03-24/2008324172920453_2.jpg,1,train,,,,,,
cup_0115,http://farm1.static.flickr.com/95/229421343_52ae0c3d79.jpg,1,train,,,,,,
cup_0116,http://farm4.static.flickr.com/3273/2837851120_cbd7d45906.jpg,1,train,,,,,,
cup_0117,http://blogimages.seniorennet.be/virginia64/73-a946f1e0e797bc6e6781c409cbdba89d.jpg,1,train,,,,,,
cup_0118,http://www.filicorizecchini.it/new/tazzina.jpg,1,train,,,,,,
cup_0119,http://www.yankodesign.com/images/design_news/2008/10/19/knucledustermug_03.jpg,1,train,,,,,,
cup_0120,http://farm3.static.flickr.com/2356/2095984769_62751d9763.jpg,1,train,,,,,,
cup_0121,http://farm3.static.flickr.com/2217/2247354490_41989340cb.jpg,1,train,,,,,,
cup_0122,http://farm1.static.flickr.com/181/442765196_109fe0ae3a.jpg,1,train,,,,,,
cup_0123,http://farm4.static.flickr.com/3197/3069154872_e97fc66995.jpg,1,train,,,,,,
cup_0124,http://farm1.static.flickr.com/219/516003230_780f36f683.jpg,1,train,,,,,,
cup_0125,http://farm2.static.flickr.com/1216/996420893_a98798a172.jpg,1,train,,,,,,
cup_0126,http://i03.c.aliimg.com/img/offer/80/65/13/90/80651390,1,train,,,,,,
cup_0127,http://farm2.static.flickr.com/1039/538468583_ab283c83a6.jpg,1,train,,,,,,
cup_0128,http://farm1.static.flickr.com/84/279951062_c84e8e974c.jpg,1,train,,,,,,
cup_0129,http://farm1.static.flickr.com/140/368355140_96c506b03a.jpg,1,train,,,,,,
cup_0130,http://farm3.static.flickr.com/2132/2152381583_543c3252b9.jpg,1,train,,,,,,
cup_0131,http://farm4.static.flickr.com/3115/2899128529_417d369ed5.jpg,1,train,,,,,,
cup_0132,http://i02.c.aliimg.com/img/offer/15/48/43/80/6/154843806,1,train,,,,,,
cup_0133,http://www.sunrecords.com/store/html/images/coffee_cup.jpg,1,train,,,,,,
cup_0134,http://farm4.static.flickr.com/3259/3241832065_61252b40c5.jpg,1,train,,,,,,
cup_0135,http://farm2.static.flickr.com/1347/687549256_b360b24131.jpg,1,train,,,,,,
cup_0136,http://i02.c.aliimg.com/img/offer/12/78/36/63/4/127836634,1,train,,,,,,
cup_0137,http://farm4.static.flickr.com/3127/3148975784_12a96ca44d.jpg,1,train,,,,,,
cup_0138,http://farm4.static.flickr.com/3044/2675011588_8816b572c4.jpg,1,train,,,,,,
cup_0139,http://www.ywsp.com/photo/10/45392_2.jpg,1,train,,,,,,
cup_0140,http://i02.c.aliimg.com/img/offer/30/34/22/90/1/303422901,1,train,,,,,,
cup_0141,http://farm3.static.flickr.com/2395/2142285351_0ae3b1891b.jpg,1,train,,,,,,
cup_0142,http://farm3.static.flickr.com/2209/2184059346_49f4d2992e.jpg,1,train,,,,,,
cup_0143,http://farm2.static.flickr.com/1378/1426537633_eb8a1726ef.jpg,1,train,,,,,,
cup_0144,http://farm4.static.flickr.com/3176/2344377903_f5be963a37.jpg,1,train,,,,,,
cup_0145,http://cn.made-in-china.com/image/4f0j01VBWaqJKsAgcEM/?????.jpg,1,train,,,,,,
cup_0146,http://farm4.static.flickr.com/3121/2830842040_8d022a874c.jpg,1,train,,,,,,
cup_0147,http://farm4.static.flickr.com/3189/2296089835_812a29c2a5.jpg,1,train,,,,,,
cup_0148,http://farm4.static.flickr.com/3582/3346011194_6da03d12b6.jpg,1,train,,,,,,
cup_0149,http://farm4.static.flickr.com/3247/3119104801_36a67606de.jpg,1,train,,,,,,
cup_0150,http://i04.c.aliimg.com/img/offer/12/18/40/66/6/121840666,1,train,,,,,,
cup_0151,http://farm2.static.flickr.com/1173/529254947_b59b5ec2b5.jpg,1,train,,,,,,
cup_0152,http://i04.c.aliimg.com/img/offer/34/19/04/70/3/341904703,1,train,,,,,,
cup_0153,http://farm3.static.flickr.com/2043/2455107529_30e63bd116.jpg,1,train,,,,,,
cup_0154,http://images01.edeng.cn/uimages/00/93/3071873_b.gif,1,train,,,,,,
cup_0155,http://i04.c.aliimg.com/img/offer/25/80/51/68/8/258051688,1,train,,,,,,
cup_0156,http://farm4.static.flickr.com/3105/3176547941_0d7ab26cdf.jpg,1,train,,,,,,
cup_0157,http://farm4.static.flickr.com/3376/3198688304_d7d1128034.jpg,1,train,,,,,,
cup_0158,http://i00.c.aliimg.com/img/offer/13/87/94/94/0/138794940,1,train,,,,,,
cup_0159,http://farm4.static.flickr.com/3356/3450604268_7772e65bf8.jpg,1,train,,,,,,
cup_0160,http://www.vliegendeschotels.nl/img/vs_productmodule/AP4730960000001.jpg_thumb.jpg,1,train,,,,,,
cup_0161,http://api.ning.com/files/pTYwyU3NQpN9fmvjU-jSauCFepv71Ec8g8Y-VP3s9ygCHL0zccuPl3fKkiiQw6zGKqeTg1FMg3*X83hB0boQzcB2e5n8X8M1/koffiekop.png?crop=1%3A1&width=171,1,train,,,,,,
cup_0162,http://www.fukesi.com.cn/photo/cppic/820122_20071227100538.jpg,1,train,,,,,,
cup_0163,http://www.haotaoci.com/uploads/products/2009/03/11/730adf42-b207-46b8-8761-2b0c2a91df1d-upload.jpg,1,train,,,,,,
cup_0164,http://farm3.static.flickr.com/2326/2406533590_0a377782b6.jpg,1,train,,,,,,
cup_0165,http://i05.c.aliimg.com/img/offer/75/21/35/24/75213524,1,train,,,,,,
cup_0166,http://farm3.static.flickr.com/2176/2253107021_0b46f26f66.jpg,1,train,,,,,,
cup_0167,http://pic.nipic.com/2008-08-01/200881231438770_2.jpg,1,train,,,,,,
cup_0168,http://i02.c.aliimg.com/img/offer/16/36/43/84/4/163643844,1,train,,,,,,
cup_0169,http://www.haotaoci.com/uploads/products/2009/03/07/e375f56c-19db-4a52-9610-28e6abb11352-upload.jpg,1,train,,,,,,
cup_0170,http://farm4.static.flickr.com/3272/3052303209_3f56963b76.jpg,1,train,,,,,,
cup_0171,http://www.linux-cn.com/upimg/070605/11Q0414S2Q6014344L.jpg,1,train,,,,,,
cup_0172,http://i00.c.aliimg.com/img/offer/35/08/35/01/7/350835017,1,train,,,,,,
cup_0173,http://cn.made-in-china.com/image/2f0j01gBdapIzcRErQM/??????.jpg,1,train,,,,,,
cup_0174,http://i00.c.aliimg.com/img/offer/22/72/22/41/2/227222412,1,train,,,,,,
cup_0175,http://farm4.static.flickr.com/3260/3119104171_08a2941a22.jpg,1,train,,,,,,
cup_0176,http://farm4.static.flickr.com/3018/2657036720_813a0f7b30.jpg,1,train,,,,,,
cup_0177,http://farm4.static.flickr.com/3468/3361759231_0ec575d08f.jpg,1,train,,,,,,
cup_0178,http://pic1.nipic.com/20090313/2104134_083402005_2.jpg,1,train,,,,,,
cup_0179,http://farm3.static.flickr.com/2361/2151205530_bd931cbf98.jpg,1,train,,,,,,
cup_0180,http://farm4.static.flickr.com/3198/2830967546_5210d9c081.jpg,1,train,,,,,,
cup_0181,http://farm3.static.flickr.com/2180/2065291354_caa9f4e9f5.jpg,1,train,,,,,,
cup_0182,http://farm1.static.flickr.com/170/474923741_7170d8ffcd.jpg,1,train,,,,,,
cup_0183,http://farm3.static.flickr.com/2084/2240673850_8599538bc9.jpg,1,train,,,,,,
cup_0184,http://farm4.static.flickr.com/3013/2585069618_97213ec469.jpg,1,train,,,,,,
cup_0185,http://www5.babidou.com/pic/2006/11/11/qiupingbo/kfb/??????.jpg,1,train,,,,,,
cup_0186,http://farm3.static.flickr.com/2127/2272351456_fb18162841.jpg,1,train,,,,,,
cup_0187,http://i02.c.aliimg.com/img/offer/24/60/50/56/1/246050561,1,train,,,,,,
cup_0188,http://farm1.static.flickr.com/22/29944549_72ac9ed714.jpg,1,train,,,,,,
cup_0189,http://farm1.static.flickr.com/46/128988798_1197da141b.jpg,1,train,,,,,,
cup_0190,http://i00.c.aliimg.com/img/offer/10/69/96/67/2/106996672,1,train,,,,,,
cup_0191,http://farm4.static.flickr.com/3357/3340436337_290ec35060.jpg,1,train,,,,,,
cup_0192,http://i02.c.aliimg.com/img/offer/11/65/02/18/4/116502184,1,train,,,,,,
cup_0193,http://i00.c.aliimg.com/img/offer/33/69/98/25/7/336998257,1,train,,,,,,
cup_0194,http://i02.c.aliimg.com/img/offer/34/35/54/83/7/343554837,1,train,,,,,,
cup_0195,http://farm4.static.flickr.com/3192/3087167102_4fcf52a558.jpg,1,train,,,,,,
cup_0196,http://farm2.static.flickr.com/1205/997305984_2d9b38a938.jpg,1,train,,,,,,
cup_0197,http://i00.c.aliimg.com/img/offer/30/61/91/07/8/306191078,1,train,,,,,,
cup_0198,http://i02.c.aliimg.com/img/offer/35/44/58/45/7/354458457,1,train,,,,,,
cup_0199,http://farm4.static.flickr.com/3062/2854860477_f304b2d16a.jpg,1,train,,,,,,
cup_0200,http://cn.made-in-china.com/image/4f0j01MQTtAmEJHaHjM/???????????.jpg,1,train,,,,,,
cup_0201,http://farm3.static.flickr.com/2282/2364289307_a618a4500b.jpg,1,train,,,,,,
cup_0202,http://farm1.static.flickr.com/150/366357793_485524edfa.jpg,1,train,,,,,,
cup_0203,http://images.ryp.cn/info/2008-9/200891539646673.jpg,1,train,,,,,,
cup_0204,http://i02.c.aliimg.com/img/offer/18/75/28/19/7/187528197,1,train,,,,,,
cup_0205,http://i04.c.aliimg.com/img/offer/13/93/11/95/3/139311953,1,train,,,,,,
cup_0206,http://i04.c.aliimg.com/img/offer/33/87/40/45/2/338740452,1,train,,,,,,
cup_0207,http://farm4.static.flickr.com/3099/2811709166_9f545bbe46.jpg,1,train,,,,,,
cup_0208,http://farm4.static.flickr.com/3375/3341287073_0ee24f8dae.jpg,1,train,,,,,,
cup_0209,http://farm4.static.flickr.com/3293/2999717077_2b1e0917ee.jpg,1,train,,,,,,
cup_0210,http://i00.c.aliimg.com/img/offer/10/13/36/24/2/101336242,1,train,,,,,,
cup_0211,http://i00.c.aliimg.com/img/offer/22/70/58/12/8/227058128,1,train,,,,,,
cup_0212,http://i00.c.aliimg.com/img/offer/15/22/30/64/9/152230649,1,train,,,,,,
cup_0213,http://farm4.static.flickr.com/3120/3154484534_0299633e09.jpg,1,train,,,,,,
cup_0214,http://thumbs.marktplaats.com/kopen/thumbs/8/4a/441955496.jpg,1,train,,,,,,
cup_0215,http://www.lothings.com/wp-content/uploads/2008/02/17.jpg,1,train,,,,,,
cup_0216,http://static.marktplaza.nl/images/1/9/7888009.jpg,1,train,,,,,,
cup_0217,http://farm3.static.flickr.com/2228/2232475271_f33923e4d6.jpg,1,train,,,,,,
cup_0218,http://farm4.static.flickr.com/3016/2894992497_88fe8d1ef3.jpg,1,train,,,,,,
cup_0219,http://farm1.static.flickr.com/52/110164745_ada726bbbe.jpg,1,train,,,,,,
cup_0220,http://www.capriflavors.com/images/tazzina%20caffecasa450.jpg,1,train,,,,,,
cup_0221,http://farm4.static.flickr.com/3634/3373284642_069138bfa0.jpg,1,train,,,,,,
cup_0222,http://i02.c.aliimg.com/img/offer/15/78/17/97/2/157817972,1,train,,,,,,
cup_0223,http://i04.c.aliimg.com/img/offer/24/23/08/01/6/242308016,1,train,,,,,,
cup_0224,http://i00.c.aliimg.com/img/offer/30/96/24/06/0/309624060,1,train,,,,,,
cup_0225,http://farm4.static.flickr.com/3204/3129555849_433f363eff.jpg,1,train,,,,,,
cup_0226,http://i02.c.aliimg.com/img/offer/35/60/31/51/0/356031510,1,train,,,,,,
cup_0227,http://i04.c.aliimg.com/img/offer/35/03/87/28/4/350387284,1,train,,,,,,
cup_0228,http://farm4.static.flickr.com/3072/2760810332_d00fa81116.jpg,1,train,,,,,,
cup_0229,http://i02.c.aliimg.com/img/offer/33/97/58/94/3/339758943,1,train,,,,,,
cup_0230,http://www.successfulparty.nl/images/tumb/par7607.jpg,1,train,,,,,,
cup_0231,http://i02.c.aliimg.com/img/offer/13/18/45/56/5/131845565,1,train,,,,,,
cup_0232,http://i04.c.aliimg.com/img/offer/24/60/05/69/7/246005697,1,train,,,,,,
cup_0233,http://farm3.static.flickr.com/2155/1853841802_62ce03c90b.jpg,1,train,,,,,,
cup_0234,http://farm3.static.flickr.com/2350/2306812089_0d4d11fe95.jpg,1,train,,,,,,
cup_0235,http://farm4.static.flickr.com/3054/3060714131_03df9323c3.jpg,1,train,,,,,,
cup_0236,http://farm1.static.flickr.com/34/121994949_12c98d41d7.jpg,1,train,,,,,,
cup_0237,http://i04.c.aliimg.com/img/offer/24/60/70/91/7/246070917,1,train,,,,,,
cup_0238,http://farm1.static.flickr.com/151/407090212_12acb545d0.jpg,1,train,,,,,,
cup_0239,http://farm1.static.flickr.com/19/120747615_c71b70d875.jpg,1,train,,,,,,
cup_0240,http://www.371gift.com/upfile/J0514-KFB-HMG-??????????-32.jpg,1,train,,,,,,
cup_0241,http://i00.c.aliimg.com/img/offer/28/90/13/96/7/289013967,1,train,,,,,,
cup_0242,http://farm2.static.flickr.com/1219/1416494900_040593df45.jpg,1,train,,,,,,
cup_0243,http://www15.babidou.com/pic/2007/10/15/janiceliu119/3+3/????/?????????2.jpg,1,train,,,,,,
cup_0244,http://farm3.static.flickr.com/2279/2325568268_316369a1d6.jpg,1,train,,,,,,
cup_0245,http://i00.c.aliimg.com/img/offer/26/06/85/26/6/260685266,1,train,,,,,,
cup_0246,http://china.qx100.com/user_pro_pic/2008-11/28/11494945.jpg,1,train,,,,,,
cup_0247,http://i00.c.aliimg.com/img/offer/29/78/84/46/9/297884469,1,train,,,,,,
cup_0248,http://techxplorer.files.wordpress.com/2007/03/coffee-cup.jpg,1,train,,,,,,
cup_0249,http://farm3.static.flickr.com/2241/2247037952_29f64d11fe.jpg,1,train,,,,,,
cup_0250,http://i02.c.aliimg.com/img/offer/10/45/81/76/1/104581761,1,train,,,,,,
cup_0251,http://4.bp.blogspot.com/_-sxymyB1K5g/SDSA5AZBMMI/AAAAAAAABi8/iBQvjLuBXXo/s400/Tazzina-espresso.jpg,1,train,,,,,,
cup_0252,http://i01.c.aliimg.com/img/offer/52/42/87/36/52428736,1,train,,,,,,
cup_0253,http://pic1.nipic.com/20090316/1906015_211336034_2.jpg,1,train,,,,,,
cup_0254,http://farm4.static.flickr.com/3533/3237445270_00ce5943f5.jpg,1,train,,,,,,
cup_0255,http://i00.c.aliimg.com/img/offer/26/43/47/15/6/264347156,1,train,,,,,,
cup_0256,http://farm4.static.flickr.com/3044/2880269015_a0cbe26382.jpg,1,train,,,,,,
cup_0257,http://farm4.static.flickr.com/3654/3453858524_6f562917af.jpg,1,train,,,,,,
cup_0258,http://i00.c.aliimg.com/img/offer/30/15/21/87/3/301521873,1,train,,,,,,
cup_0259,http://i02.c.aliimg.com/img/offer/35/53/30/44/4/355330444,1,train,,,,,,
cup_0260,http://farm3.static.flickr.com/2290/2104896245_732ee66bc2.jpg,1,train,,,,,,
cup_0261,http://farm3.static.flickr.com/2002/2311771167_8451a8ee03.jpg,1,train,,,,,,
cup_0262,http://i00.c.aliimg.com/img/offer/15/37/50/00/2/153750002,1,train,,,,,,
cup_0263,http://farm1.static.flickr.com/250/455169743_bc55e86cab.jpg,1,train,,,,,,
cup_0264,http://farm4.static.flickr.com/3540/3449147194_24f9804680.jpg,1,train,,,,,,
cup_0265,http://bigthumbs.marktplaats.nl/kopen/thumbnail/6/34/444285766.jpg,1,train,,,,,,
cup_0266,http://farm4.static.flickr.com/3089/2684089771_f76537ecae.jpg,1,train,,,,,,
cup_0267,http://farm1.static.flickr.com/123/418780268_1fd123818c.jpg,1,train,,,,,,
cup_0268,http://i04.c.aliimg.com/img/offer/34/18/84/63/8/341884638,1,train,,,,,,
cup_0269,http://i00.c.aliimg.com/img/offer/32/65/12/76/9/326512769,1,train,,,,,,
cup_0270,http://farm4.static.flickr.com/3155/2583501445_4962611ea4.jpg,1,train,,,,,,
cup_0271,http://farm4.static.flickr.com/3161/2569422842_c2b3d29fa3.jpg,1,train,,,,,,
cup_0272,http://farm2.static.flickr.com/1038/556628047_1333ec9731.jpg,1,train,,,,,,
cup_0273,http://farm3.static.flickr.com/2318/2090578362_9fd1ba4376.jpg,1,train,,,,,,
cup_0274,http://farm4.static.flickr.com/3307/3195121729_954d484b97.jpg,1,train,,,,,,
cup_0275,http://i02.c.aliimg.com/img/offer/24/61/61/48/1/246161481,1,train,,,,,,
cup_0276,http://farm2.static.flickr.com/1299/1344031915_277a26f20e.jpg,1,train,,,,,,
cup_0277,http://farm3.static.flickr.com/2041/1708460434_a7db978bb2.jpg,1,train,,,,,,
cup_0278,http://i00.c.aliimg.com/img/offer/22/34/88/38/8/223488388,1,train,,,,,,
